Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,1st_Ph_GC,5,Animation_Multimed_Des,daytime,2nd_Edu,139.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,136.9,Yes,No,No,Yes,Male,Yes,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0
Single,1st_Ph_GC,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,95.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,95.0,No,No,No,No,Male,No,21,No,0,6,9,4,13.25,0,0,6,6,5,11.0,0,12.7,3.7,-1.7,1
Single,>23y.o,1,Mgmt,daytime,2nd_Edu,150.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,148.8,No,No,No,Yes,Male,Yes,25,No,0,5,7,4,14.25,0,0,5,7,4,14.75,0,12.7,3.7,-1.7,0
Single,>23y.o,1,Mgmt,daytime,2nd_Edu,120.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,110.0,No,No,No,No,Male,No,32,No,0,5,9,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,1
Single,change_of_Crs,1,Mgmt_evening_eve_AA,evening,2nd_Edu,136.0,Portuguese,Degree,Masters,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,133.9,No,No,No,No,Male,No,26,No,8,12,12,8,11.25,0,3,8,8,3,11.333333333333334,0,7.6,2.6,0.32,1
Single,1st_Ph_GC,1,Equinculture,daytime,2nd_Edu,133.0,Portuguese,Bachelors_Degree,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",125.7,Yes,No,No,Yes,Male,Yes,18,No,0,6,7,6,13.5,0,0,6,8,6,12.5,0,12.4,0.5,1.79,0
Single,2nd_phase_GC,1,Tourism,daytime,2nd_Edu,125.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",116.6,No,No,No,Yes,Male,Yes,19,No,0,6,8,5,12.666666666666666,0,0,6,10,6,12.857142857142858,0,16.2,0.3,-0.92,0
Single,1st_Ph_GC,3,Communic_Des,daytime,2nd_Edu,127.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",141.0,Yes,No,No,Yes,Male,Yes,19,No,0,6,6,6,15.166666666666666,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,0
Single,holders_of_other_higher_Crs,1,Informatics_Engin,daytime,degree_1st_cyc,130.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Administrative staff,130.0,No,No,No,Yes,Male,No,27,No,4,6,6,6,13.166666666666666,0,2,5,7,5,15.142857142857142,0,11.1,0.6,2.02,1
Single,tech_Spc_diploma,1,Communic_Des,daytime,Techno_Spc_Crs,140.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Administrative staff,Student,140.0,Yes,No,No,Yes,Male,No,21,No,0,6,6,6,14.5,0,0,6,8,6,11.333333333333334,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,1,Animation_Multimed_Des,daytime,2nd_Edu,135.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",137.5,Yes,No,Yes,No,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,0
Single,2nd_phase_GC,4,Mgmt,daytime,2nd_Edu,132.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",120.8,Yes,No,No,Yes,Male,Yes,18,No,0,5,8,4,10.8,0,0,5,10,2,12.5,0,11.1,0.6,2.02,1
Single,>23y.o,2,Social_Serv,daytime,2nd_Edu,110.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",136.5,No,No,No,Yes,Male,No,28,No,0,5,6,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,1
Married,>23y.o,1,Agronomy,daytime,2nd_Edu,130.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",122.0,No,No,Yes,No,Male,No,25,No,3,10,23,6,11.428571428571429,0,2,7,15,4,12.0,1,15.5,2.8,-4.06,1
Single,change_of_Crs,1,Agronomy,daytime,2nd_Edu,130.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,130.0,No,No,No,Yes,Male,No,25,No,8,14,24,8,12.5,2,6,13,23,10,11.6,0,15.5,2.8,-4.06,1
Single,1st_Ph_GC,1,Tourism,daytime,2nd_Edu,133.1,Portuguese,Masters,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",98.0,No,No,No,Yes,Male,No,26,No,0,6,6,0,0.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,1
Single,2nd_phase_GC,3,Mgmt,daytime,2nd_Edu,135.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers",121.0,Yes,No,No,Yes,Male,Yes,18,No,0,5,8,5,12.75,0,0,5,7,5,11.5,0,13.9,-0.3,0.79,0
Single,>23y.o,1,Agronomy,daytime,2nd_Edu,140.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Degree,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",130.0,No,No,No,Yes,Male,No,25,No,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,1
Single,2nd_phase_GC,2,Journalism_Communic,daytime,2nd_Edu,131.0,Portuguese,Degree,Basic_Edu_3rd_cyc_or_Eq,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,132.8,Yes,No,No,Yes,Male,No,19,No,0,6,7,6,14.428571428571429,0,0,6,7,6,14.571428571428571,0,13.9,-0.3,0.79,0
Single,2nd_phase_GC,1,Nursing,daytime,2nd_Edu,131.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",126.3,No,No,No,Yes,Male,No,19,No,0,7,9,7,12.492857142857144,0,0,8,10,8,11.7125,0,16.2,0.3,-0.92,0
Divorced,>23y.o,1,Social_Serv_eve_AA,evening,Basic_Edu_3rd_Cyc_or_Eq,100.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",111.5,No,No,No,Yes,Male,No,45,No,2,8,10,4,11.5,0,2,8,13,4,11.0,0,10.8,1.4,1.74,1
Married,>23y.o,1,Mgmt_evening_eve_AA,evening,2nd_Edu,140.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,118.2,No,No,No,Yes,Male,No,52,No,0,5,7,5,11.2,0,0,5,6,5,12.8,1,7.6,2.6,0.32,0
Single,1st_Ph_GC,1,Mgmt,daytime,2nd_Edu,124.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Intermediate Level Technicians and Professions,115.6,Yes,No,No,No,Male,No,20,No,0,5,9,3,12.0,1,0,5,7,3,11.0,0,9.4,-0.8,-3.12,1
Single,1st_Ph_GC,1,Nursing,daytime,2nd_Edu,130.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,117.8,Yes,No,No,Yes,Male,No,19,No,0,8,8,7,15.885714285714286,0,0,8,8,7,15.885714285714286,0,10.8,1.4,1.74,0
Single,1st_Ph_GC,1,Nursing,daytime,2nd_Edu,142.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,127.0,No,No,Yes,No,Male,No,21,No,0,7,12,4,12.94,0,0,7,12,4,11.58,0,12.4,0.5,1.79,1
Married,>23y.o,1,Social_Serv_eve_AA,evening,2nd_Edu,150.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,140.0,No,No,No,No,Male,No,35,No,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,0
Married,>23y.o,1,Animation_Multimed_Des,daytime,Other/11th_yr_of_Sch,110.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",106.0,Yes,No,No,Yes,Male,No,36,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,0
Divorced,>23y.o,1,Nursing,daytime,Basic_Edu_3rd_Cyc_or_Eq,110.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",151.0,No,No,Yes,No,Male,No,47,No,0,7,7,0,0.0,7,0,8,8,0,0.0,8,15.5,2.8,-4.06,1
Single,3rd_Ph_GC,1,Mgmt_evening_eve_AA,evening,2nd_Edu,112.0,Portuguese,Master_2nd_Cyc,degree_1st_Cyc,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,106.4,No,No,No,Yes,Male,No,22,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,1
Married,>23y.o,1,Mgmt_evening_eve_AA,evening,2nd_Edu,100.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,125.3,Yes,No,No,Yes,Male,No,41,No,0,5,8,4,11.25,0,0,5,8,3,11.0,1,7.6,2.6,0.32,1
Single,holders_of_other_higher_Crs,1,Informatics_Engin,daytime,degree,130.0,Portuguese,Unknown,Unknown,Other Situation,Other Situation,130.0,No,No,No,Yes,Male,No,26,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,1
Married,>23y.o,1,Social_Serv_eve_AA,evening,2nd_Edu,133.1,Portuguese,Unknown,Unknown,Other Situation,Other Situation,116.0,No,No,No,No,Female,No,51,No,0,6,13,4,11.25,0,0,6,12,0,0.0,1,10.8,1.4,1.74,1
Married,>23y.o,2,Social_Serv_eve_AA,evening,2nd_Edu,100.0,Portuguese,Unknown,Unknown,Student,Student,100.0,Yes,No,No,Yes,Female,No,41,No,0,6,9,5,11.8,0,1,6,10,3,10.666666666666666,1,7.6,2.6,0.32,0
Single,change_of_Crs,2,Mgmt,daytime,2nd_Edu,130.0,Portuguese,Unknown,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,118.5,Yes,No,No,Yes,Male,No,23,No,5,10,19,8,11.625,1,4,10,16,10,11.181818181818182,3,7.6,2.6,0.32,0
Single,change_of_Crs,2,Social_Serv,daytime,2nd_Edu,129.0,Portuguese,Unknown,8th_yr_of_Sch,Student,"Personal Services, Security and Safety Workers and Sellers",118.9,Yes,No,No,Yes,Male,No,22,No,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,1
Single,2nd_phase_GC,2,Communic_Des,daytime,2nd_Edu,127.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,119.3,Yes,Yes,No,Yes,Male,Yes,25,No,0,6,8,4,10.25,0,0,6,6,4,11.25,0,12.7,3.7,-1.7,1
Single,change_of_Crs,1,Mgmt_evening_eve_AA,evening,2nd_Edu,140.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,135.8,Yes,No,No,Yes,Male,No,25,No,14,15,16,15,10.8,0,13,14,14,14,11.357142857142858,0,9.4,-0.8,-3.12,0
Single,short_Cyc_diploma,1,Animation_Multimed_Des,daytime,Pro_higher_Technic_Crs,130.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,130.0,Yes,No,No,No,Male,Yes,22,No,5,12,15,11,12.545454545454543,0,4,11,16,11,12.666666666666666,0,8.9,1.4,3.51,0
Single,>23y.o,1,Veterinary_Nursing,daytime,bachelors_degree,140.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,Armed Forces Professions,150.0,No,No,No,Yes,Male,No,47,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,1
Married,>23y.o,1,Mgmt_evening_eve_AA,evening,Basic_Edu_3rd_Cyc_or_Eq,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",111.9,Yes,No,No,Yes,Male,No,41,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1
Single,>23y.o,1,Agronomy,daytime,2nd_Edu,120.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,150.1,Yes,No,No,Yes,Male,No,43,No,0,6,9,6,14.77777777777778,0,0,6,11,5,12.2,0,13.9,-0.3,0.79,0
Single,>23y.o,1,Agronomy,daytime,2nd_Edu,133.1,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Installation and Machine Operators and Assembly Workers,130.0,No,No,No,Yes,Male,No,29,No,0,3,4,0,0.0,0,0,4,8,0,0.0,0,16.2,0.3,-0.92,1
Single,>23y.o,2,Informatics_Engin,daytime,2nd_Edu,120.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",128.0,No,No,No,Yes,Male,No,30,No,0,2,2,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,1
Single,>23y.o,2,Mgmt,daytime,Basic_edu_2nd_Cyc_or_Eq,133.1,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,102.5,No,No,No,No,Male,No,26,No,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,1
Single,>23y.o,2,Mgmt_evening_eve_AA,evening,2nd_Edu,133.1,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,102.5,No,No,No,No,Male,No,27,No,0,5,10,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,1
Married,>23y.o,2,Adver_Mktg_Mgmt,daytime,2nd_Edu,100.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,110.0,No,No,No,Yes,Male,Yes,36,No,0,5,5,5,11.4,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,0
Single,>23y.o,1,Agronomy,daytime,Basic_Edu_3rd_Cyc_or_Eq,133.1,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,Armed Forces Professions,114.0,No,No,No,Yes,Male,No,29,No,3,9,13,6,11.666666666666666,0,2,7,10,6,10.857142857142858,0,15.5,2.8,-4.06,1
Single,transfer,1,Informatics_Engin,daytime,2nd_Edu,120.0,Portuguese,Unknown,Unknown,Student,Student,128.2,Yes,No,No,Yes,Male,No,35,No,6,10,12,7,11.285714285714286,0,2,8,8,5,13.0,0,9.4,-0.8,-3.12,1
Single,1st_Ph_GC,1,Journalism_Communic,daytime,2nd_Edu,128.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Intermediate Level Technicians and Professions,116.5,No,No,No,Yes,Male,Yes,18,No,0,6,12,4,11.5,0,0,6,10,5,12.6,0,10.8,1.4,1.74,0
Single,1st_Ph_GC,1,Mgmt_evening_eve_AA,evening,2nd_Edu,172.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,149.3,No,No,No,Yes,Male,Yes,24,No,0,5,5,5,16.0,0,0,5,5,5,16.0,0,8.9,1.4,3.51,0
Single,1st_Ph_GC,3,Journalism_Communic,daytime,2nd_Edu,146.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",134.1,Yes,No,No,Yes,Male,Yes,18,No,0,6,6,6,12.5,0,0,6,7,6,12.666666666666666,0,10.8,1.4,1.74,1
Single,transfer,1,Informatics_Engin,daytime,2nd_Edu,150.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,133.5,Yes,No,No,Yes,Male,No,21,No,0,5,10,5,13.0,0,0,5,10,5,12.6,0,9.4,-0.8,-3.12,0
Single,>23y.o,1,Agronomy,daytime,2nd_Edu,130.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Degree,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",110.0,No,No,No,Yes,Male,No,32,No,8,18,27,13,13.714285714285714,1,7,12,18,12,12.083333333333334,0,15.5,2.8,-4.06,0
Single,1st_Ph_GC,4,Informatics_Engin,daytime,2nd_Edu,111.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",107.5,Yes,No,No,Yes,Male,Yes,22,No,0,5,9,3,12.333333333333334,0,0,6,14,3,12.5,0,11.1,0.6,2.02,1
Single,holders_of_other_higher_Crs,1,Agronomy,daytime,degree,130.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",130.0,Yes,No,No,No,Male,No,32,No,11,17,31,11,12.727272727272728,4,10,12,24,10,12.7,1,15.5,2.8,-4.06,1
Single,change_of_Crs,1,Adver_Mktg_Mgmt,daytime,Freq_of_higher_Edu,170.0,Portuguese,Unknown,Unknown,Student,Student,111.6,No,No,No,Yes,Male,No,35,No,1,5,5,1,14.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,1
Single,3rd_Ph_GC,3,Mgmt,daytime,2nd_Edu,133.1,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",101.0,Yes,No,No,No,Male,No,23,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,1
Married,change_of_Crs,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,120.0,Portuguese,Unknown,Unknown,Student,Student,128.2,No,No,No,Yes,Male,No,35,No,0,5,5,0,0.0,0,0,5,5,1,10.0,0,9.4,-0.8,-3.12,1
Married,>23y.o,1,Agronomy,daytime,degree,110.0,Portuguese,Degree,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",150.0,No,No,No,Yes,Male,No,32,No,0,6,8,6,18.875,0,6,12,14,12,17.692307692307693,0,16.2,0.3,-0.92,0
Single,1st_Ph_GC,1,Basic_Edu,daytime,2nd_Edu,133.1,Portuguese,Unknown,Unknown,Student,Student,142.8,No,No,No,Yes,Male,No,20,No,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,1
Single,holders_of_other_higher_Crs,1,Mgmt_evening_eve_AA,evening,degree_1st_cyc,150.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",150.0,Yes,No,No,Yes,Male,No,44,No,3,7,9,7,13.5,0,0,5,6,5,16.2,0,8.9,1.4,3.51,1
Married,>23y.o,1,Tourism,daytime,Basic_Edu_3rd_Cyc_or_Eq,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Armed Forces Professions,156.5,No,No,No,Yes,Male,No,53,No,7,11,12,2,15.0,7,4,9,10,3,10.0,4,16.2,0.3,-0.92,0
Single,>23y.o,1,Informatics_Engin,daytime,Basic_Edu_3rd_Cyc_or_Eq,120.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Administrative staff,98.6,No,No,Yes,No,Male,No,28,No,0,5,10,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,1
Single,holders_of_other_higher_Crs,1,Mgmt_evening_eve_AA,evening,degree,130.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,130.0,No,No,No,Yes,Male,No,31,No,9,9,9,9,14.22222222222222,0,5,5,5,5,12.8,0,12.7,3.7,-1.7,1
Single,>23y.o,1,Agronomy,daytime,2nd_Edu,100.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Degree,Unskilled Workers,Armed Forces Professions,120.0,No,No,Yes,No,Male,No,44,No,2,7,14,4,12.0,2,0,6,16,0,0.0,1,15.5,2.8,-4.06,1
Single,1st_Ph_GC,1,Veterinary_Nursing,daytime,2nd_Edu,142.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,Unskilled Workers,127.7,Yes,No,No,Yes,Male,No,19,No,0,5,9,5,12.6,1,0,5,8,4,12.0,0,12.7,3.7,-1.7,0
Single,3rd_Ph_GC,1,Informatics_Engin,daytime,2nd_Edu,148.0,Portuguese,Degree,Basic_Edu_3rd_cyc_or_Eq,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",147.7,No,No,No,Yes,Male,Yes,18,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,1
Single,tech_Spc_diploma,1,Agronomy,daytime,Techno_Spc_Crs,170.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",170.0,Yes,No,No,Yes,Male,No,20,No,0,6,8,6,14.5,0,0,6,10,6,15.3,0,16.2,0.3,-0.92,0
Single,>23y.o,1,Communic_Des,daytime,2nd_Edu,110.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",110.2,No,No,No,Yes,Male,No,55,No,0,6,6,6,14.5,0,0,6,6,6,13.5,0,11.1,0.6,2.02,0
Single,2nd_phase_GC,2,Informatics_Engin,daytime,2nd_Edu,135.0,Portuguese,Other_11th_yr_of_Sch,Basic_Edu_3rd_cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",121.0,No,No,No,Yes,Male,No,19,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,1
Single,1st_Ph_GC,1,Mgmt,daytime,2nd_Edu,133.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,129.9,No,No,No,Yes,Male,No,18,No,0,5,5,5,11.6,0,0,5,5,5,13.2,0,12.4,0.5,1.79,0
Married,>23y.o,1,Journalism_Communic,daytime,2nd_Edu,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen",Administrative staff,132.0,No,No,No,Yes,Male,No,43,No,0,6,10,4,11.75,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,1
Single,3rd_Ph_GC,3,Tourism,daytime,2nd_Edu,121.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",125.9,Yes,No,No,Yes,Male,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,1
Single,1st_Ph_GC,1,Animation_Multimed_Des,daytime,2nd_Edu,159.0,Portuguese,Degree,Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,165.7,Yes,No,No,Yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,1
